dms_orig,dms_dest,wgt_dist
179,261,442
179,262,344
179,269,449
179,271,504
179,279,628
179,280,647
179,291,374
179,292,223
179,299,392
179,300,1504
179,311,482
179,319,620
179,321,1759
179,329,1996
179,331,1213
179,339,1183
179,341,960
179,342,955
179,350,1255
179,361,972
179,362,666
179,363,1039
179,364,730
179,369,854
179,371,820
179,372,752
179,373,848
179,379,944
179,380,839
179,391,396
179,392,486
179,393,462
179,394,408
179,399,471
179,401,726
179,402,604
179,409,754
179,411,2249
179,419,2242
179,421,941
179,422,623
179,423,947
179,429,844
179,441,1197
179,451,918
179,452,718
179,459,956
179,460,756
179,471,454
179,472,500
179,473,636
179,479,639
179,481,1019
179,482,986
179,483,1280
179,484,869
179,485,1355
179,486,1017
179,487,1257
179,488,1126
179,489,1067
179,491,1485
179,499,1474
179,500,1139
179,511,904
179,512,944
179,513,844
179,519,911
179,531,2255
179,532,2213
179,539,2120
179,540,683
179,551,276
179,559,335
179,560,1162
181,011,663
181,012,877
181,019,720
181,020,4025
181,041,1809
181,042,1724
181,049,1812
181,050,647
181,061,2049
181,062,2062
181,063,2238
181,064,2214
181,065,2209
181,069,2422
181,081,1130
181,089,1206
181,091,909
181,092,850
181,099,911
181,101,697
181,109,761
181,111,665
181,121,1057
181,122,1290
181,123,1107
181,124,1134
181,129,1186
181,131,739
181,132,911
181,139,772
181,160,1731
181,171,68
181,172,281
181,179,220
181,181,25
181,182,136
181,183,133
181,189,179
181,190,366
181,201,512
181,202,683
181,209,666
181,211,292
181,212,286
181,219,401
181,221,932
181,222,1057
181,223,934
181,229,912
181,230,1250
181,241,683
181,242,716
181,249,711
181,251,1012
181,259,874
181,261,265
181,262,173
181,269,299
181,271,487
181,279,601
181,280,768
181,291,492
181,292,310
181,299,501
181,300,1612
181,311,542
181,319,667
181,321,1833
181,329,1829
181,331,1028
181,339,911
181,341,775
181,342,804
181,350,1420
181,361,807
181,362,505
181,363,818
181,364,579
181,369,708
181,371,730
181,372,680
181,373,789
181,379,873
181,380,869
181,391,275
181,392,329
181,393,307
181,394,255
181,399,284
181,401,848
181,402,754
181,409,873
181,411,2226
181,419,2195
181,421,702
181,422,460
181,423,813
181,429,680
181,441,962
181,451,857
181,452,698
181,459,826
181,460,773
181,471,556
181,472,462
181,473,518
181,479,563
181,481,1162
181,482,1028
181,483,1339
181,484,982
181,485,1459
181,486,1068
181,487,1400
181,488,1242
181,489,1172
181,491,1567
181,499,1582
181,500,980
181,511,804
181,512,837
181,513,686
181,519,748
181,531,2175
181,532,2180
181,539,2155
181,540,561
181,551,153
181,559,274
181,560,1155
182,011,584
182,012,750
182,019,592
182,020,4094
182,041,1760
182,042,1724
182,049,1870
182,050,617
182,061,2078
182,062,2199
182,063,2289
182,064,2329
182,065,2244
182,069,2528
182,081,1117
182,089,1339
182,091,885
182,092,816
182,099,887
182,101,662
182,111,589
182,121,925
182,122,1149
182,123,967
182,124,994
182,129,1114
182,131,617
182,132,784
182,139,700
182,160,1885
182,171,212
182,172,219
182,179,271
182,181,128
182,182,18
182,183,130
182,189,137
182,190,562
182,201,555
182,202,739
182,209,714
182,211,157
182,212,133
182,219,269
182,221,859
182,222,1015
182,223,842
182,229,861
182,230,1180
182,241,632
182,242,595
182,249,636
182,251,983
182,259,872
182,261,278
182,262,337
182,269,392
182,271,666
182,279,790
182,280,758
182,291,537
182,292,275
182,299,460
182,300,1764
182,311,701
182,319,831
182,321,1920
182,329,1990
182,331,1009
182,339,956
182,341,712
182,342,696
182,350,1450
182,361,770
182,362,491
182,363,759
182,364,552
182,369,685
182,371,586
182,372,574
182,373,635
182,379,693
182,380,1060
182,391,145
182,392,306
182,393,224
182,394,156
182,399,259
182,401,829
182,402,699
182,409,894
182,411,2402
182,419,2358
182,421,653
182,422,430
182,423,672
182,429,645
182,441,909
182,451,722
182,452,558
182,459,697
182,460,975
182,471,475
182,472,308
182,473,405
182,479,457
182,481,1102
182,482,1020
182,483,1280
182,484,944
182,485,1484
182,486,1030
182,487,1329
182,488,1187
182,489,1158
182,491,1662
182,499,1671
182,500,966
182,511,649
182,512,727
182,513,590
182,519,637
182,531,2356
182,532,2319
182,539,2342
182,540,451
182,551,282
182,559,445
182,560,1383
183,011,678
183,012,863
183,019,707
183,020,4133
183,041,1877
183,042,1865
183,049,1942
183,050,710
183,061,2162
183,062,2167
183,063,2365
183,064,2330
183,065,2278
183,069,2492
183,081,1226
183,089,1360
183,091,771
183,092,772
183,099,795
183,101,661
183,109,720
183,111,568
183,121,1026
183,122,1305
183,123,1071
183,124,1106
183,129,1257
183,131,684
183,132,903
183,139,656
183,160,1866
183,171,182
183,172,348
183,179,289
183,181,176
183,182,141
183,183,19
183,189,180
183,190,495
183,201,645
183,202,811
183,209,785
183,211,210
183,212,181
183,219,384
183,221,988
183,223,1010
183,229,1003
183,230,1157
183,241,590
183,242,581
183,249,595
183,251,900
183,259,789
183,261,182
183,262,189
183,269,264
183,271,611
183,279,720
183,280,818
183,291,593
183,292,375
183,299,553
183,300,1731
183,311,668
183,319,790
183,321,1939
183,329,1994
183,331,906
183,339,923
183,341,679
183,342,674
183,350,1514
183,361,720
183,362,398
183,363,701
183,364,467
183,369,593
183,371,601
183,372,560
183,373,647
183,379,700
183,380,989
183,391,181
183,392,209
183,393,207
183,394,117
183,399,169
183,401,929
183,402,795
183,409,969
183,411,2335
183,419,2389
183,421,659
183,422,349
183,423,590
183,429,544
183,441,838
183,451,832
183,452,639
183,459,743
183,460,933
183,471,640
183,472,480
183,473,501
183,479,547
183,481,1217
183,482,1119
183,483,1403
183,484,1071
183,485,1600
183,486,1146
183,487,1453
183,488,1298
183,489,1260
183,491,1681
183,499,1633
183,500,857
183,511,674
183,512,739
183,513,568
183,519,659
183,531,2338
183,532,2306
183,539,2272
183,540,427
183,551,259
183,559,409
183,560,1309
189,011,549
189,012,823
189,019,603
189,020,4141
189,041,1795
189,042,1790
189,049,1857
189,050,640
189,061,2077
189,062,2285
189,063,2282
189,064,2384
189,065,2238
189,069,2518
189,081,1199
189,089,1284
189,091,980
189,092,915
189,099,972
189,101,773
189,109,770
189,111,645
189,121,943
189,122,1279
189,123,1060
189,124,1111
189,129,1141
189,131,617
189,132,878
189,139,655
189,160,1872
189,171,227
189,172,268
189,179,248
189,181,187
189,182,139
189,183,178
189,189,51
189,190,536
189,201,576
189,202,737
189,209,724
189,211,201
189,212,154
189,219,307
189,221,948
189,222,1065
189,223,947
189,229,981
189,230,1279
189,241,731
189,242,718
189,249,788
189,251,1022
189,259,923
189,261,301
189,262,309
189,269,373
189,271,655
189,279,765
189,280,669
189,291,546
189,292,305
189,299,474
189,300,1732
189,311,705
189,319,778
189,321,1933
189,329,2131
189,331,1068
189,339,1034
189,341,790
189,342,798
189,350,1432
189,361,823
189,362,527
189,363,868
189,364,581
189,369,709
189,371,629
189,372,588
189,373,652
189,379,734
189,380,1025
189,391,200
189,392,341
189,393,303
189,394,196
189,399,303
189,401,844
189,402,740
189,409,881
189,411,2391
189,419,2504
189,421,742
189,422,476
189,423,784
189,429,696
189,441,1010
189,451,772
189,452,628
189,459,765
189,460,901
189,471,529
189,472,353
189,473,471
189,479,461
189,481,1127
189,482,1096
189,483,1317
189,484,947
189,485,1490
189,486,1124
189,487,1359
189,488,1213
189,489,1197
189,491,1636
189,499,1648
189,500,1003
189,511,726
189,512,738
189,513,647
189,519,701
189,531,2379
189,532,2416
189,539,2311
189,540,493
189,551,302
189,559,440
189,560,1343
190,011,941
190,012,1132
190,019,1003
190,020,3557
190,041,1702
190,042,1586
190,049,1679
190,050,701
190,061,1771
190,062,1852
190,063,1810
190,064,1948
190,065,1941
190,069,2229
190,081,814
190,089,928
190,091,1269
190,092,1319
190,099,1274
190,101,1159
190,109,1212
190,111,1117
190,121,1376
190,122,1655
190,123,1492
190,124,1469
190,129,1661
190,131,1041
190,132,1290
190,139,1099
190,160,1458
190,171,300
190,172,416
190,179,287
190,181,371
190,182,560
190,183,494
190,189,536
190,190,123
190,201,325
190,202,514
190,209,489
190,211,673
190,212,711
190,219,771
190,221,1129
190,222,1137
190,223,1179
190,229,1058
190,230,1618
190,241,1096
190,242,1064
190,249,1092
190,251,1350
190,259,1240
190,261,613
190,262,512
190,269,626
190,271,284
190,279,471
190,280,913
190,291,314
190,292,420
190,299,506
190,300,1348
190,311,270
190,319,421
190,321,1553
190,329,1710
190,331,1369
190,339,1310
190,341,1180
190,342,1189
190,350,1243
190,361,1125
190,362,856
190,363,1230
190,364,935
190,369,1050
190,371,1201
190,372,1198
190,373,1284
190,379,1222
190,380,677
190,391,636
190,392,678
190,393,664
190,394,657
190,399,635
190,401,659
190,402,593
190,409,692
190,411,1985
190,419,2077
190,421,1120
190,422,827
190,423,1132
190,429,1034
190,441,1343
190,451,1228
190,452,1185
190,459,1337
190,460,508
190,471,735
190,472,760
190,473,1000
190,479,924
190,481,997
190,482,1097
190,483,1244
190,484,855
190,485,1269
190,486,1096
190,487,1242
190,488,1101
190,489,1075
190,491,1230
190,499,1302
190,500,1316
190,511,1231
190,512,1324
190,513,1121
190,519,1119
190,531,1888
190,532,1982
190,539,1921
190,540,900
190,551,376
190,559,394
190,560,899
201,011,748
201,012,893
201,019,862
201,020,3781
201,041,1322
201,042,1290
201,049,1325
201,050,428
201,061,1601
201,062,1768
201,063,1669
201,064,1870
201,065,1801
201,069,1904
201,081,621
201,089,768
201,091,1378
201,092,1327
201,099,1394
201,101,1130
201,109,1199
201,111,1105
201,121,1223
201,122,1456
201,123,1330
201,124,1284
201,129,1503
201,131,886
201,132,1091
201,139,1047
201,160,1352
201,171,458
201,172,335
201,179,399
201,181,513
201,182,558
201,183,642
201,189,567
201,190,320
201,201,15
201,202,199
201,209,186
201,211,690
201,212,589
201,219,704
201,221,820
201,222,789
201,223,900
201,229,791
201,230,1738
201,241,1109
201,242,1113
201,249,1175
201,251,1484
201,259,1336
201,261,761
201,262,696
201,269,782
201,271,523
201,279,679
201,280,737
201,291,46
201,292,301
201,299,259
201,300,1297
201,311,217
201,319,307
201,321,1425
201,329,1641
201,331,1511
201,341,1210
201,342,1210
201,350,911
201,361,1286
201,362,1032
201,363,1280
201,364,1054
201,369,1169
201,371,1016
201,372,1033
201,373,1113
201,379,1178
201,380,875
201,391,669
201,392,797
201,393,766
201,394,688
201,399,766
201,401,348
201,402,252
201,409,375
201,411,1908
201,419,1968
201,421,1165
201,422,930
201,423,1193
201,429,1146
201,441,1428
201,451,1079
201,452,964
201,459,1111
201,460,569
201,471,496
201,472,632
201,473,848
201,479,776
201,481,696
201,482,848
201,483,931
201,484,534
201,485,990
201,486,783
201,487,933
201,488,781
201,489,729
201,491,1140
201,499,1140
201,500,1505
201,511,1139
201,512,1196
201,513,1088
201,519,1196
201,531,1937
201,532,1876
201,539,1900
201,540,1008
201,551,574
201,559,609
201,560,887
202,011,892
202,012,915
202,019,938
202,020,3465
202,041,1092
202,042,1103
202,049,1141
202,050,490
202,061,1466
202,062,1685
202,063,1455
202,064,1724
202,065,1664
202,069,1778
202,081,574
202,089,674
202,091,1597
202,092,1503
202,099,2000
202,101,1354
202,111,1273
202,121,1310
202,122,1551
202,123,1384
202,124,1379
202,129,1508
202,131,1078
202,132,1166
202,139,1174
202,160,1431
202,171,650
202,172,529
202,179,595
202,181,688
202,182,761
202,183,813
202,189,723
202,190,514
202,201,201
202,202,20
202,209,180
202,211,878
202,212,779
202,219,892
202,221,828
202,222,786
202,223,914
202,229,793
202,230,1870
202,241,1287
202,242,1282
202,249,1337
202,251,1688
202,259,1591
202,261,950
202,262,844
202,269,963
202,271,703
202,279,882
202,280,832
202,291,231
202,292,495
202,299,415
202,300,1464
202,311,320
202,319,463
202,321,1286
202,329,1426
202,331,1703
202,339,1710
202,341,1380
202,342,1381
202,350,740
202,361,1374
202,362,1177
202,363,1442
202,364,1168
202,369,1381
202,371,1152
202,372,1157
202,373,1267
202,379,1345
202,380,1053
202,391,850
202,392,1004
202,393,962
202,394,843
202,399,953
202,401,172
202,402,206
202,409,255
202,411,1832
202,419,1894
202,421,1328
202,422,1114
202,423,1356
202,429,1311
202,441,1865
202,451,1268
202,452,1108
202,459,1267
202,460,711
202,471,637
202,472,820
202,473,982
202,479,929
202,481,570
202,482,724
202,483,794
202,484,414
202,485,816
202,486,665
202,487,807
202,488,651
202,489,588
202,491,1076
202,499,1042
202,500,1673
202,511,1308
202,512,1347
202,513,1268
202,519,1335
202,531,1897
202,532,1797
202,539,1978
202,540,1125
202,551,759
202,559,802
202,560,933
209,011,903
209,012,1120
209,019,974
209,020,3314
209,041,1243
209,042,1181
209,049,1291
209,050,574
209,061,1489
209,062,1754
209,063,1446
209,064,1763
209,065,1548
209,069,1859
209,081,549
209,089,621
209,091,1579
209,092,1666
209,099,1636
209,101,1433
209,109,1504
209,111,1399
209,121,1418
209,122,1805
209,123,1601
209,124,1596
209,129,1598
209,131,1078
209,132,1299
209,139,1180
209,160,1324
209,171,629
209,172,508
209,179,578
209,181,703
209,182,743
209,183,804
209,189,707
209,190,491
209,201,192
209,202,182
209,209,55
209,211,887
209,212,758
209,219,868
209,221,925
209,222,843
209,223,996
209,229,881
209,230,1988
209,241,1307
209,242,1367
209,249,1385
209,251,1631
209,259,1603
209,261,904
209,262,822
209,269,937
209,271,682
209,279,846
209,280,872
209,291,235
209,292,478
209,299,408
209,300,1337
209,311,342
209,319,366
209,321,1455
209,329,1679
209,331,1650
209,339,1655
209,341,1510
209,342,1479
209,350,816
209,361,1488
209,362,1173
209,363,1534
209,364,1151
209,369,1338
209,371,1261
209,372,1297
209,373,1358
209,379,1370
209,380,953
209,391,843
209,392,949
209,393,933
209,394,858
209,399,941
209,401,337
209,402,314
209,409,361
209,411,1928
209,419,2006
209,421,1380
209,422,1091
209,423,1393
209,429,1319
209,441,1707
209,451,1283
209,452,1243
209,459,1389
209,460,637
209,471,694
209,472,833
209,473,1021
209,479,958
209,481,715
209,482,860
209,483,965
209,484,535
209,485,899
209,486,787
209,487,931
209,488,810
209,489,716
209,491,1115
209,499,1079
209,500,1666
209,511,1477
209,512,1566
209,513,1364
209,519,1370
209,531,1915
209,532,1893
209,539,1974
209,540,1110
209,551,752
209,559,788
209,560,844
211,011,500
211,012,716
211,019,493
211,020,3264
211,041,1853
211,042,1834
211,049,1988
211,050,639
211,061,2177
211,062,2322
211,063,2372
211,064,2403
211,065,2335
211,069,2729
211,081,1233
211,089,1453
211,091,854
211,092,755
211,099,815
211,101,617
211,111,514
211,121,808
211,122,1044
211,123,877
211,124,893
211,129,1014
211,131,487
211,132,642
211,139,599
211,160,2106
211,171,367
211,172,379
211,179,416
211,181,295
211,182,158
211,183,208
211,189,202
211,190,655
211,201,732
211,202,856
211,209,824
211,211,11
211,212,113
211,219,172
211,221,851
211,222,1000
211,223,836
211,229,829
211,230,1142
211,241,617
211,242,531
211,249,565
211,251,903
211,259,839
211,261,306
211,262,414
211,269,439
211,271,780
211,279,913
211,280,693
211,291,656
211,292,404
211,299,594
211,300,1919
211,311,787
211,319,939
211,321,2039
211,329,2123
211,331,935
211,339,925
211,341,650
211,342,680
211,350,1489
211,361,743
211,362,471
211,363,699
211,364,531
211,369,665
211,371,453
211,372,428
211,373,516
211,379,630
211,380,1157
211,391,34
211,392,292
211,393,149
211,394,84
211,399,238
211,401,868
211,402,796
211,409,1044
211,411,2471
211,419,2577
211,421,638
211,422,345
211,423,718
211,429,538
211,441,850
211,451,605
211,452,441
211,459,571
211,460,1127
211,471,457
211,472,302
211,473,271
211,479,279
211,481,1145
211,482,1004
211,483,1282
211,484,980
211,485,1544
211,486,1053
211,487,1357
211,488,1224
211,489,1288
211,491,1760
211,499,1719
211,500,890
211,511,537
211,512,598
211,513,502
211,519,534
211,531,2463
211,532,2218
211,539,2489
211,540,269
211,551,437
211,559,549
211,560,1581
212,011,399
212,012,642
212,019,429
212,020,3745
212,041,1785
212,042,1770
212,049,1898
212,050,582
212,061,2104
212,062,2269
212,063,2294
212,064,2365
212,065,2264
212,069,2590
212,081,1166
212,089,1380
212,091,887
212,092,841
212,099,908
212,101,646
212,109,706
212,111,613
212,121,821
212,122,1033
212,123,859
212,124,877
212,129,988
212,131,466
212,132,652
212,139,533
212,160,1937
212,171,393
212,172,274
212,179,264
212,181,297
212,182,154
212,183,198
212,189,185
212,190,743
212,201,602
212,202,797
212,209,746
212,211,162
212,212,23
212,219,138
212,221,760
212,222,915
212,223,746
212,229,746
212,230,1222
212,241,663
212,242,619
212,249,642
212,251,993
212,259,955
212,261,377
212,262,431
212,269,534
212,271,811
212,279,938
212,280,621
212,291,588
212,292,331
212,299,504
212,300,1887
212,311,760
212,319,913
212,321,1968
212,329,2146
212,331,1022
212,339,1020
212,341,755
212,342,722
212,350,1477
212,361,850
212,362,560
212,363,787
212,364,615
212,369,790
212,371,461
212,372,479
212,373,595
212,379,576
212,380,1191
212,391,134
212,392,329
212,393,242
212,394,174
212,399,255
212,401,794
212,402,716
212,409,915
212,411,2449
212,419,2521
212,421,673
212,422,395
212,423,695
212,429,585
212,441,938
212,451,599
212,452,431
212,459,563
212,460,1145
212,471,404
212,472,268
212,473,291
212,479,219
212,481,1068
212,482,918
212,483,1190
212,484,925
212,485,1444
212,486,971
212,487,1268
212,488,1147
212,489,1174
212,491,1703
212,499,1663
212,500,993
212,511,582
212,512,652
212,513,585
212,519,598
212,531,2439
212,532,2377
212,539,2547
212,540,396
212,551,476
212,559,603
212,560,1479
219,011,395
219,012,621
219,019,366
219,020,3861
219,041,1821
219,042,1872
219,049,1938
219,050,613
219,061,2178
219,062,2376
219,063,2397
219,064,2440
219,065,2272
219,069,2770
219,081,1272
219,089,1510
219,091,1056
219,092,1009
219,099,1053
219,101,734
219,109,858
219,111,732
219,121,754
219,122,1048
219,123,846
219,124,857
219,129,960
219,131,300
219,132,655
219,139,475
219,160,2107
219,171,467
219,172,387
219,179,482
219,181,418
219,182,250
219,183,330
219,189,268
219,190,771
219,201,699
219,202,874
219,209,890
219,211,152
219,212,159
219,219,104
219,221,756
219,222,893
219,223,767
219,229,798
219,230,1359
219,241,765
219,242,753
219,249,817
219,251,1119
219,259,1029
219,261,466
219,262,539
219,269,576
219,271,908
219,279,993
219,280,582
219,291,670
219,292,392
219,299,607
219,300,2016
219,311,883
219,319,1016
219,321,2008
219,329,2313
219,331,1151
219,339,1114
219,341,879
219,342,838
219,350,1553
219,361,921
219,362,637
219,363,930
219,364,702
219,369,819
219,371,533
219,372,527
219,373,638
219,379,579
219,380,1246
219,391,222
219,392,452
219,393,312
219,394,271
219,399,412
219,401,927
219,402,758
219,409,1011
219,411,2566
219,419,2629
219,421,823
219,422,566
219,423,894
219,429,771
219,441,1097
219,451,674
219,452,470
219,459,633
219,460,1166
219,471,411
219,472,207
219,473,296
219,479,278
219,481,1081
219,482,917
219,483,1236
219,484,940
219,485,1528
219,486,986
219,487,1318
219,488,1173
219,489,1241
219,491,1826
219,499,1818
219,500,1150
219,511,703
219,512,767
219,513,720
219,519,604
219,531,2584
219,532,2482
219,539,2587
219,540,442
219,551,556
219,559,695
219,560,1570
221,011,411
221,012,222
221,019,435
221,020,4048
221,041,1466
221,042,1390
221,049,1475
221,050,522
221,061,1908
221,062,2283
221,063,1772
221,064,2194
221,065,2027
221,069,2258
221,081,1279
221,089,1340
221,091,1474
221,092,1448
221,101,1195
221,111,1149
221,121,564
221,122,868
221,123,687
221,124,697
221,129,756
221,131,590
221,132,648
221,139,656
221,160,2168
221,171,920
221,172,707
221,179,841
221,181,913
221,182,861
221,183,996
221,189,942
221,190,1090
221,201,834
221,202,819
221,209,943
221,211,865
221,212,760
221,219,711
221,221,14
221,222,162
221,223,82
221,229,179
221,230,1817
221,241,1175
221,242,1166
221,249,1183
221,251,1590
221,259,1571
221,261,1168
221,262,1049
221,269,1119
221,271,1221
221,279,1474
221,280,306
221,291,821
221,292,676
221,299,775
221,300,2344
221,311,989
221,319,1213
221,321,1782
221,329,2051
221,339,1644
221,341,1299
221,342,1286
221,350,1179
221,361,1499
221,362,1321
221,363,1388
221,364,1372
221,369,1460
221,371,784
221,372,879
221,373,921
221,379,924
221,380,1720
221,391,883
221,392,1144
221,393,1037
221,394,962
221,399,1057
221,401,670
221,402,608
221,409,721
221,411,2628
221,419,2578
221,421,1280
221,422,1145
221,423,1308
221,429,1215
221,441,1544
221,451,866
221,452,730
221,459,818
221,460,1350
221,471,465
221,472,606
221,473,678
221,479,764
221,481,475
221,482,204
221,483,574
221,484,452
221,485,1010
221,486,301
221,487,650
221,488,494
221,489,598
221,491,1854
221,499,1733
221,500,1630
221,511,1061
221,512,1104
221,513,1094
221,519,1033
221,531,2680
221,532,2629
221,539,2777
221,540,1000
221,551,1024
221,559,1158
221,560,1633
222,011,608
222,012,363
222,019,618
222,020,3930
222,041,1338
222,042,1254
222,049,1481
222,050,498
222,061,1754
222,062,2140
222,063,1664
222,064,2078
222,069,2054
222,081,1216
222,089,1374
222,092,1593
222,101,1395
222,121,724
222,122,1025
222,124,794
222,129,773
222,131,730
222,132,882
222,139,746
222,160,2122
222,171,1060
222,179,1014
222,181,1026
222,182,982
222,183,1085
222,189,1069
222,190,1096
222,201,771
222,202,785
222,209,951
222,212,913
222,219,872
222,221,166
222,222,18
222,223,239
222,229,161
222,230,1977
222,241,1335
222,242,1000
222,249,1352
222,251,1736
222,261,1256
222,262,1216
222,269,1286
222,271,1149
222,279,1368
222,280,483
222,291,761
222,292,836
222,299,753
222,300,2428
222,321,1682
222,341,1443
222,342,1442
222,350,1070
222,361,1648
222,362,1425
222,363,1537
222,364,1519
222,369,1615
222,371,926
222,372,1000
222,373,1000
222,379,1048
222,380,1576
222,391,1037
222,392,1257
222,393,1146
222,394,1000
222,399,1193
222,401,619
222,402,545
222,409,652
222,411,2548
222,419,2359
222,421,1433
222,422,1293
222,423,1465
222,429,1379
222,451,962
222,452,839
222,459,951
222,460,1343
222,471,543
222,472,723
222,479,811
222,481,331
222,482,63
222,483,337
222,484,391
222,485,913
222,486,154
222,487,501
222,488,353
222,489,489
222,491,1813
222,499,1560
222,500,1837
222,511,1173
222,512,1195
222,519,1121
222,531,2610
222,532,2347
222,539,2740
222,551,1139
222,559,1423
222,560,1676
223,011,384
223,012,182
223,019,361
223,020,4154
223,041,1562
223,042,1438
223,049,1514
223,050,579
223,061,1968
223,062,2290
223,063,1831
223,064,2291
223,065,2167
223,069,2309
223,081,1342
223,089,1483
223,091,1448
223,092,1397
223,099,1469
223,101,1198
223,109,1180
223,111,1103
223,121,582
223,122,879
223,123,671
223,124,613
223,129,560
223,131,528
223,132,654
223,139,565
223,160,2229
223,171,954
223,172,739
223,179,887
223,181,926
223,182,857
223,183,1009
223,189,924
223,190,1202
223,201,898
223,202,915
223,209,991
223,211,836
223,212,734
223,219,769
223,221,84
223,222,240
223,223,19
223,229,245
223,230,1777
223,241,1133
223,242,1110
223,249,1138
223,251,1589
223,259,1570
223,261,1161
223,262,1106
223,269,1167
223,271,1226
223,279,1420
223,280,276
223,291,907
223,292,702
223,299,779
223,300,2463
223,311,1043
223,319,1320
223,321,1869
223,329,2129
223,331,1652
223,339,1588
223,341,1287
223,342,1237
223,350,1260
223,361,1456
223,362,1269
223,363,1343
223,364,1324
223,369,1492
223,371,766
223,372,862
223,373,885
223,379,905
223,380,1737
223,391,846
223,392,1153
223,393,987
223,394,930
223,399,1063
223,401,751
223,402,676
223,409,829
223,411,2701
223,419,2673
223,421,1248
223,422,1106
223,423,1266
223,429,1202
223,441,1439
223,451,787
223,452,678
223,459,794
223,460,1416
223,471,432
223,472,604
223,473,661
223,479,662
223,481,566
223,482,297
223,483,668
223,484,531
223,485,1068
223,486,400
223,487,721
223,488,570
223,489,688
223,491,1937
223,499,1751
223,500,1585
223,511,1013
223,512,1056
223,513,1060
223,519,951
223,531,2781
223,532,2690
223,539,2820
223,540,957
223,551,1039
223,559,1115
223,560,1945
229,011,469
229,012,337
229,019,469
229,020,3865
229,041,1414
229,042,1317
229,049,1407
229,050,385
229,061,1832
229,062,2266
229,063,1710
229,064,2210
229,065,2037
229,069,2200
229,081,1246
229,089,1310
229,091,1500
229,092,1461
229,099,1529
229,101,1275
229,109,1263
229,111,1158
229,121,719
229,122,1052
229,123,848
229,124,787
229,129,866
229,131,625
229,132,764
229,139,716
229,160,2237
229,171,913
229,172,712
229,179,920
229,181,922
229,182,886
229,183,1028
229,189,1018
229,190,1044
229,201,777
229,202,793
229,209,890
229,211,741
229,212,748
229,219,766
229,221,154
229,222,131
229,223,230
229,229,76
229,230,1828
229,241,1207
229,242,1163
229,249,1218
229,251,1598
229,259,1615
229,261,1188
229,262,1121
229,269,1211
229,271,1174
229,279,1411
229,280,314
229,291,759
229,292,662
229,299,735
229,300,2227
229,311,1025
229,319,1190
229,321,1751
229,329,2063
229,331,1638
229,341,1315
229,342,1313
229,350,1120
229,361,1507
229,362,1343
229,363,1399
229,364,1404
229,369,1541
229,371,858
229,372,974
229,373,1024
229,379,1001
229,380,1669
229,391,873
229,392,1153
229,393,1049
229,394,989
229,399,1068
229,401,624
229,402,572
229,409,637
229,411,2612
229,419,2572
229,421,1296
229,422,1152
229,423,1350
229,429,1272
229,441,1562
229,451,864
229,452,770
229,459,897
229,460,1352
229,471,411
229,472,532
229,473,690
229,479,685
229,481,426
229,482,172
229,483,482
229,484,348
229,485,967
229,486,271
229,487,637
229,488,453
229,489,556
229,491,1810
229,499,1743
229,500,1637
229,511,1095
229,512,1132
229,513,1110
229,519,1051
229,531,2609
229,532,2560
229,539,2715
229,540,1006
229,551,1034
229,559,1187
229,560,1601
230,011,1431
230,012,1668
230,019,1558
230,020,4764
230,041,3029
230,042,2972
230,049,2659
230,050,1708
230,061,3344
230,062,3335
230,063,3413
230,064,3445
230,065,3539
230,069,3189
230,081,2315
230,089,2433
230,091,349
230,092,361
230,099,296
230,101,619
230,109,578
230,111,724
230,121,1337
230,122,1540
230,123,1456
230,124,1601
230,129,1665
230,131,1440
230,132,1205
230,139,1453
230,151,5245
230,159,5295
230,160,2925
230,171,1218
230,172,1372
230,179,1353
230,181,1163
230,182,1149
230,183,1088
230,189,1232
230,190,1532
230,201,1665
230,202,1853
230,209,1861
230,211,1114
230,212,1241
230,219,1322
230,221,1849
230,222,1974
230,223,1780
230,229,1845
230,230,40
230,241,697
230,242,754
230,249,755
230,251,198
230,259,286
230,261,1069
230,262,1159
230,269,1224
230,271,1631
230,279,1751
230,280,1621
230,291,1659
230,292,1385
230,299,1577
230,300,2885
230,311,1707
230,319,1863
230,321,3120
230,329,2898
230,331,187
230,339,242
230,341,477
230,342,627
230,350,2311
230,361,367
230,362,690
230,363,414
230,364,638
230,369,544
230,371,1084
230,372,1034
230,373,1051
230,379,1084
230,380,2044
230,391,1102
230,392,894
230,393,1005
230,394,1065
230,399,1011
230,401,1932
230,402,1838
230,409,1938
230,411,3486
230,419,3082
230,421,631
230,422,843
230,423,532
230,429,684
230,441,281
230,451,1144
230,452,1195
230,459,1162
230,460,1929
230,471,1634
230,472,1402
230,473,1227
230,479,1366
230,481,2324
230,482,2008
230,483,2512
230,484,2124
230,485,2738
230,486,2170
230,487,2530
230,488,2349
230,489,2235
230,491,2776
230,499,2868
230,500,270
230,511,818
230,512,752
230,513,811
230,519,928
230,531,3436
230,532,3511
230,539,3088
230,540,1013
230,551,1284
230,559,1524
230,560,2712
241,011,843
241,012,1020
241,019,799
241,020,4692
241,041,2374
241,042,2475
241,049,2499
241,050,1085
241,061,2655
241,062,2736
241,063,2911
241,064,2861
241,065,2930
241,069,2779
241,081,1698
241,089,1864
241,091,331
241,092,256
241,099,353
241,101,87
241,109,88
241,111,44
241,121,796
241,122,1033
241,123,928
241,124,967
241,129,1037
241,131,719
241,132,693
241,139,772
241,160,2641
241,171,809
241,172,828
